@relation 'AirQualityUCI_Weka-weka.filters.unsupervised.attribute.Add-NTEST-Clast-W1.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3,5,7,9-11,13'

@attribute DateTime date 'yyyy-MM-dd HH:mm:ss'
@attribute CO(GT) numeric
@attribute C6H6(GT) numeric
@attribute NOx(GT) numeric
@attribute NO2(GT) numeric
@attribute RH numeric

@data
'2004-10-02 18:00:00',2.15275,12.7,246.896735,113.091251,52.5
'2004-10-02 19:00:00',2.15275,20.7,246.896735,113.091251,54.6
'2004-10-02 20:00:00',2.15275,17.8,246.896735,113.091251,57.9
'2004-10-02 21:00:00',2.15275,11.2,246.896735,113.091251,61.1
'2004-10-02 22:00:00',2.15275,10.8,246.896735,113.091251,65.6
'2004-10-02 23:00:00',2.15275,9.4,246.896735,113.091251,60.8
'2004-10-03 00:00:00',2.15275,8.5,246.896735,113.091251,62.8
'2004-10-03 01:00:00',2.15275,6.5,246.896735,113.091251,63.2
'2004-10-03 02:00:00',2.15275,5.1,246.896735,113.091251,61.5
'2004-10-03 03:00:00',2.15275,4.5,246.896735,113.091251,64.6
'2004-10-03 04:00:00',2.15275,3.9,246.896735,113.091251,64.4
'2004-10-03 05:00:00',2.15275,3.3,246.896735,113.091251,65.3
'2004-10-03 06:00:00',2.15275,3.2,246.896735,113.091251,66
'2004-10-03 07:00:00',2.15275,5.4,246.896735,113.091251,66.4
'2004-10-03 08:00:00',2.15275,5.6,246.896735,113.091251,64.1
'2004-10-03 09:00:00',2.15275,7.5,246.896735,113.091251,60.8
'2004-10-03 10:00:00',2.15275,10.7,246.896735,113.091251,54.5
'2004-10-03 11:00:00',2.15275,8.4,246.896735,113.091251,46.6
'2004-10-03 12:00:00',2.15275,11.3,246.896735,113.091251,43.7
'2004-10-03 13:00:00',2.15275,8.3,246.896735,113.091251,41.8
'2004-10-03 14:00:00',2.15275,6,246.896735,113.091251,42.8
'2004-10-03 15:00:00',2.15275,6.7,246.896735,113.091251,43.3
'2004-10-03 16:00:00',2.15275,6.2,246.896735,113.091251,44.4
'2004-10-03 17:00:00',2.15275,7.7,246.896735,113.091251,44.4
'2004-10-03 18:00:00',2.15275,11,246.896735,113.091251,51.9
'2004-10-03 19:00:00',2.15275,20.8,246.896735,113.091251,55.6
'2004-10-03 20:00:00',2.15275,21.4,246.896735,113.091251,59.6
'2004-10-03 21:00:00',2.15275,10.4,246.896735,113.091251,61.4
'2004-10-03 22:00:00',2.15275,8.3,246.896735,113.091251,59.8
'2004-10-03 23:00:00',2.15275,7.8,246.896735,113.091251,64.9
'2004-10-04 00:00:00',2.15275,5.5,246.896735,113.091251,66.9
'2004-10-04 01:00:00',2.15275,5.2,246.896735,113.091251,71.6
'2004-10-04 02:00:00',2.15275,3.2,246.896735,113.091251,68.6
'2004-10-04 03:00:00',2.15275,2.7,246.896735,113.091251,72.3
'2004-10-04 04:00:00',2.15275,3,246.896735,113.091251,73.9
'2004-10-04 05:00:00',2.15275,4,246.896735,113.091251,70.3
'2004-10-04 06:00:00',2.15275,5.6,246.896735,113.091251,71.8
'2004-10-04 07:00:00',2.15275,11.1,246.896735,113.091251,67.5
'2004-10-04 08:00:00',2.15275,20.1,246.896735,113.091251,67
'2004-10-04 09:00:00',2.15275,23.6,246.896735,113.091251,61.7
'2004-10-04 10:00:00',2.15275,21,246.896735,113.091251,52.6
'2004-10-04 11:00:00',2.15275,21.8,246.896735,113.091251,49
'2004-10-04 12:00:00',2.15275,22.1,246.896735,113.091251,44.7
'2004-10-04 13:00:00',2.15275,18.2,246.896735,113.091251,44.5
'2004-10-04 14:00:00',2.15275,14.2,246.896735,113.091251,40.2
'2004-10-04 15:00:00',2.15275,14.9,246.896735,113.091251,39.8
'2004-10-04 16:00:00',2.15275,21.1,246.896735,113.091251,36.3
'2004-10-04 17:00:00',2.15275,30.3,246.896735,113.091251,37.5
'2004-10-04 18:00:00',2.15275,41.6,246.896735,113.091251,43.9
'2004-10-04 19:00:00',2.15275,44.7,246.896735,113.091251,49.6
'2004-10-04 20:00:00',2.15275,21.3,246.896735,113.091251,53
'2004-10-04 21:00:00',2.15275,10,246.896735,113.091251,55.1
'2004-10-04 22:00:00',2.15275,8.9,246.896735,113.091251,59.3
'2004-10-04 23:00:00',2.15275,7.4,246.896735,113.091251,60.9
'2004-10-05 00:00:00',2.15275,6.4,246.896735,113.091251,63.1
'2004-10-05 01:00:00',2.15275,3.7,246.896735,113.091251,63.4
'2004-10-05 02:00:00',2.15275,2.5,246.896735,113.091251,58.8
'2004-10-05 03:00:00',2.15275,2.7,246.896735,113.091251,69.8
'2004-10-05 04:00:00',2.15275,2.5,246.896735,113.091251,65.3
'2004-10-05 05:00:00',2.15275,4.1,246.896735,113.091251,69.5
'2004-10-05 06:00:00',2.15275,7.8,246.896735,113.091251,69.7
'2004-10-05 07:00:00',2.15275,30.8,246.896735,113.091251,70.1
'2004-10-05 08:00:00',2.15275,26.4,246.896735,113.091251,65.5
'2004-10-05 09:00:00',2.15275,21.6,246.896735,113.091251,58.5
'2004-10-05 10:00:00',2.15275,22.8,246.896735,113.091251,48.7
'2004-10-05 11:00:00',2.15275,19.3,246.896735,113.091251,43.8
'2004-10-05 12:00:00',2.15275,30.4,246.896735,113.091251,37.3
'2004-10-05 13:00:00',2.15275,23.4,246.896735,113.091251,38
'2004-10-05 14:00:00',2.15275,17.1,246.896735,113.091251,37.6
'2004-10-05 15:00:00',2.15275,14.6,246.896735,113.091251,37.3
'2004-10-05 16:00:00',2.15275,21.6,246.896735,113.091251,31.8
'2004-10-05 17:00:00',2.15275,31.9,246.896735,113.091251,33.1
'2004-10-05 18:00:00',2.15275,40.5,246.896735,113.091251,40.2
'2004-10-05 19:00:00',2.15275,41.6,246.896735,113.091251,47.5
'2004-10-05 20:00:00',2.15275,23.9,246.896735,113.091251,57.2
'2004-10-05 21:00:00',2.15275,20.3,246.896735,113.091251,60.8
'2004-10-05 22:00:00',2.15275,12.8,246.896735,113.091251,59.9
'2004-10-05 23:00:00',2.15275,8.7,246.896735,113.091251,58.3
'2004-10-06 00:00:00',2.15275,6.8,246.896735,113.091251,60.2
'2004-10-06 01:00:00',2.15275,5.3,246.896735,113.091251,61.4
'2004-10-06 02:00:00',2.15275,4.6,246.896735,113.091251,68.4
'2004-10-06 03:00:00',2.15275,3.2,246.896735,113.091251,65.1
'2004-10-06 04:00:00',2.15275,2.8,246.896735,113.091251,62.9
'2004-10-06 05:00:00',2.15275,3.6,246.896735,113.091251,68.5
'2004-10-06 06:00:00',2.15275,6.2,246.896735,113.091251,68.5
'2004-10-06 07:00:00',2.15275,24.2,246.896735,113.091251,70.5
'2004-10-06 08:00:00',2.15275,32,246.896735,113.091251,67.8
'2004-10-06 09:00:00',2.15275,25.8,246.896735,113.091251,61.2
'2004-10-06 10:00:00',2.15275,16.2,246.896735,113.091251,55.6
'2004-10-06 11:00:00',2.15275,17.7,246.896735,113.091251,46.4
'2004-10-06 12:00:00',2.15275,16.5,246.896735,113.091251,44.6
'2004-10-06 13:00:00',2.15275,18.3,246.896735,113.091251,46.4
'2004-10-06 14:00:00',2.15275,14.6,246.896735,113.091251,46
'2004-10-06 15:00:00',2.15275,17.1,246.896735,113.091251,43.9
'2004-10-06 16:00:00',2.15275,17.2,246.896735,113.091251,36.7
'2004-10-06 17:00:00',2.15275,24.6,246.896735,113.091251,37.3
'2004-10-06 18:00:00',2.15275,26.9,246.896735,113.091251,44.1
'2004-10-06 19:00:00',2.15275,44,246.896735,113.091251,49.5
'2004-10-06 20:00:00',2.15275,31,246.896735,113.091251,54.4
'2004-10-06 21:00:00',2.15275,16.8,246.896735,113.091251,57.9
'2004-10-06 22:00:00',2.15275,11,246.896735,113.091251,55.8
'2004-10-06 23:00:00',2.15275,11.4,246.896735,113.091251,62.4
'2004-10-07 00:00:00',2.15275,9.9,246.896735,113.091251,64.2
'2004-10-07 01:00:00',2.15275,5,246.896735,113.091251,60.6
'2004-10-07 02:00:00',2.15275,3.7,246.896735,113.091251,66.3
'2004-10-07 03:00:00',2.15275,3.1,246.896735,113.091251,62.2
'2004-10-07 04:00:00',2.15275,2.9,246.896735,113.091251,66.1
'2004-10-07 05:00:00',2.15275,4.4,246.896735,113.091251,67.1
'2004-10-07 06:00:00',2.15275,7.4,246.896735,113.091251,64.4
'2004-10-07 07:00:00',2.15275,19.4,246.896735,113.091251,66.4
'2004-10-07 08:00:00',2.15275,37.1,246.896735,113.091251,62.4
'2004-10-07 09:00:00',2.15275,22.2,246.896735,113.091251,57
'2004-10-07 10:00:00',2.15275,18.5,246.896735,113.091251,53.4
'2004-10-07 11:00:00',2.15275,14,246.896735,113.091251,48.2
'2004-10-07 12:00:00',2.15275,15.5,246.896735,113.091251,40.9
'2004-10-07 13:00:00',2.15275,15.7,246.896735,113.091251,44.2
'2004-10-07 14:00:00',2.15275,15.7,246.896735,113.091251,41.8
'2004-10-07 15:00:00',2.15275,12.7,246.896735,113.091251,40.7
'2004-10-07 16:00:00',2.9,15.3,267,87,37.6
'2004-10-07 17:00:00',5.4,28.8,398,111,38.5
'2004-10-07 18:00:00',5.3,26.1,418,119,45.8
'2004-10-07 19:00:00',6.7,37.1,515,128,50.6
'2004-10-07 20:00:00',7,35.7,669,117,54.7
'2004-10-07 21:00:00',2.8,16.5,326,92,57.1
'2004-10-07 22:00:00',1.7,11,209,73,58.2
'2004-10-07 23:00:00',1.7,10.8,183,60,61.3
'2004-10-08 00:00:00',1.7,9.6,165,60,62
'2004-10-08 01:00:00',1.2,6.5,111,53,62.5
'2004-10-08 02:00:00',0.7,3.6,67,47,62.1
'2004-10-08 03:00:00',0.7,3.3,246.896735,113.091251,68.5
'2004-10-08 04:00:00',0.8,4.4,88,43,70.3
'2004-10-08 05:00:00',0.9,5.5,147,47,70.1
'2004-10-08 06:00:00',1.7,10.8,279,50,70
'2004-10-08 07:00:00',5.7,31.2,665,81,66.5
'2004-10-08 08:00:00',4.3,24.8,592,75,66.9
'2004-10-08 09:00:00',3.9,24.2,557,87,61.1
'2004-10-08 10:00:00',5.1,29.5,693,128,54.7
'2004-10-08 11:00:00',3.7,21,530,105,52.5
'2004-10-08 12:00:00',3.3,19.6,412,101,45.8
'2004-10-08 13:00:00',3.6,21.2,366,100,39.2
'2004-10-08 14:00:00',3.2,18,344,98,39.6
'2004-10-08 15:00:00',3.5,20.5,339,98,38.4
'2004-10-08 16:00:00',2.4,15.6,297,98,39.4
'2004-10-08 17:00:00',2.9,19.2,294,90,39.8
'2004-10-08 18:00:00',2.3,20,211,84,45.9
'2004-10-08 19:00:00',3.1,21.1,323,101,49.5
'2004-10-08 20:00:00',2.9,18.6,333,98,50.9
'2004-10-08 21:00:00',1.5,12.3,163,76,52.2
'2004-10-08 22:00:00',1.5,10.3,151,71,54.4
'2004-10-08 23:00:00',1.7,9.6,167,71,56.1
'2004-10-09 00:00:00',1.6,9.9,174,66,60.6
'2004-10-09 01:00:00',1.3,8.6,142,62,61.5
'2004-10-09 02:00:00',1.4,7.3,155,58,64.5
'2004-10-09 03:00:00',0.9,5.4,246.896735,113.091251,64.4
'2004-10-09 04:00:00',0.9,5.1,96,48,63.9
'2004-10-09 05:00:00',1.3,7.8,154,53,66.7
'2004-10-09 06:00:00',1.3,8.2,211,55,67.5
'2004-10-09 07:00:00',2.9,17.6,381,63,66.3
'2004-10-09 08:00:00',3.2,20.1,470,69,63.7
'2004-10-09 09:00:00',3.4,18.7,464,84,56
'2004-10-09 10:00:00',3.6,19.5,450,95,48.2
'2004-10-09 11:00:00',2.3,13,274,80,42.4
'2004-10-09 12:00:00',3.1,18.2,306,87,45.3
'2004-10-09 13:00:00',3.3,16.2,308,94,43.9
'2004-10-09 14:00:00',1.9,11,186,76,44.3
'2004-10-09 15:00:00',2.6,15.9,238,92,42.3
'2004-10-09 16:00:00',2.7,14.2,249,94,42.9
'2004-10-09 17:00:00',3.7,19.9,378,110,45.1
'2004-10-09 18:00:00',3.8,21.7,386,109,51.2
'2004-10-09 19:00:00',4.8,25.7,461,122,52.7
'2004-10-09 20:00:00',3.5,17.3,394,107,51.7
'2004-10-09 21:00:00',2.2,11.2,266,83,56.4
'2004-10-09 22:00:00',1.5,8.9,158,62,56
'2004-10-09 23:00:00',3.4,15.2,319,89,57.5
'2004-10-10 00:00:00',3.7,17.2,409,103,56.9
'2004-10-10 01:00:00',2,11.9,223,74,59.2
'2004-10-10 02:00:00',1.4,8.1,107,52,60.2
'2004-10-10 03:00:00',1.1,4.9,246.896735,113.091251,61.3
'2004-10-10 04:00:00',2.15275,3.6,50,38,64
'2004-10-10 05:00:00',0.7,3.7,56,39,65.6
'2004-10-10 06:00:00',1.2,6.3,163,59,69.1
'2004-10-10 07:00:00',1.3,7.7,187,56,68.2
'2004-10-10 08:00:00',1.1,6.3,150,51,65.2
'2004-10-10 09:00:00',1,5.6,103,51,59
'2004-10-10 10:00:00',1.2,5.1,143,58,61.6
'2004-10-10 11:00:00',1.9,9,220,68,59.6
'2004-10-10 12:00:00',2.3,9.3,301,81,58.8
'2004-10-10 13:00:00',1.6,5.9,214,73,76.8
'2004-10-10 14:00:00',1.3,4.4,162,69,78
'2004-10-10 15:00:00',1.8,5.8,232,81,80.5
'2004-10-10 16:00:00',1.7,6.6,254,82,79.1
'2004-10-10 17:00:00',1.8,7.8,224,71,73.1
'2004-10-10 18:00:00',2,8.4,247,81,68.6
'2004-10-10 19:00:00',2.2,8.3,334,87,68.3
'2004-10-10 20:00:00',1.6,8.1,239,72,67.7
'2004-10-10 21:00:00',1.3,6.1,168,63,68.6
'2004-10-10 22:00:00',1.5,6.7,185,63,68.1
'2004-10-10 23:00:00',1.5,6.6,178,63,68.4
'2004-10-11 00:00:00',1.3,6.1,132,55,70.5
'2004-10-11 01:00:00',1.4,6,135,52,67.9
'2004-10-11 02:00:00',0.5,1.4,39,32,70.4
'2004-10-11 03:00:00',0.4,1.7,246.896735,113.091251,73.8
'2004-10-11 04:00:00',0.4,1.9,33,29,77.7
'2004-10-11 05:00:00',0.6,3.4,90,44,76.9
'2004-10-11 06:00:00',1.1,7.2,164,53,74.9
'2004-10-11 07:00:00',2.9,19,336,62,70.3
'2004-10-11 08:00:00',3.5,24.5,366,68,66.6
'2004-10-11 09:00:00',4.6,25.6,565,85,68.9
'2004-10-11 10:00:00',3.4,17.1,536,88,73.4
'2004-10-11 11:00:00',2.3,12.3,416,82,69.6
'2004-10-11 12:00:00',2.7,15.2,379,91,64
'2004-10-11 13:00:00',3.1,18.3,368,87,67.4
'2004-10-11 14:00:00',3.2,17.2,444,90,68.9
'2004-10-11 15:00:00',2.5,14.1,352,97,57.6
'2004-10-11 16:00:00',3.4,18.3,375,99,52
'2004-10-11 17:00:00',4.8,25,479,109,59.1
'2004-10-11 18:00:00',4.5,22.2,448,95,61.4
'2004-10-11 19:00:00',4,21.4,388,80,64.2
'2004-10-11 20:00:00',3.2,16.2,376,76,65.1
'2004-10-11 21:00:00',1.9,10.3,224,62,63.3
'2004-10-11 22:00:00',1.9,8.9,206,57,66.1
'2004-10-11 23:00:00',1.3,6.5,143,57,60.9
'2004-10-12 00:00:00',1.1,5.1,113,54,60.7
'2004-10-12 01:00:00',1,4.6,93,50,65.2
'2004-10-12 02:00:00',0.5,2.1,58,44,65.1
'2004-10-12 03:00:00',0.6,2.4,246.896735,113.091251,66.9
'2004-10-12 04:00:00',0.5,3.2,56,34,67.5
'2004-10-12 05:00:00',0.8,3.9,105,44,66.7
'2004-10-12 06:00:00',1.2,6,243,74,60.6
'2004-10-12 07:00:00',2.7,13.8,492,101,60.8
'2004-10-12 08:00:00',3,14.8,435,103,57.8
'2004-10-12 09:00:00',2.15275,8.4,246.896735,113.091251,56.4
'2004-10-12 10:00:00',2.15275,9,246.896735,113.091251,55.9
'2004-10-12 11:00:00',2.15275,8.3,246.896735,113.091251,49.1
'2004-10-12 12:00:00',2.15275,9.5,246.896735,113.091251,45.8
'2004-10-12 13:00:00',2.15275,12.1,246.896735,113.091251,46
'2004-10-12 14:00:00',2.15275,7.4,246.896735,113.091251,50.6
'2004-10-12 15:00:00',2.15275,8,246.896735,113.091251,51.6
'2004-10-12 16:00:00',2.15275,7.9,246.896735,113.091251,52.6
'2004-10-12 17:00:00',2.15275,10.9,246.896735,113.091251,54.2
'2004-10-12 18:00:00',2.15275,12.1,246.896735,113.091251,56.2
'2004-10-12 19:00:00',2.15275,14.7,246.896735,113.091251,54.1
'2004-10-12 20:00:00',2.15275,6,246.896735,113.091251,57.7
'2004-10-12 21:00:00',2.15275,4.3,246.896735,113.091251,57.1
'2004-10-12 22:00:00',2.15275,4.1,246.896735,113.091251,55.9
'2004-10-12 23:00:00',2.15275,3.1,246.896735,113.091251,58.4
'2004-10-13 00:00:00',2.15275,2.2,246.896735,113.091251,57.9
'2004-10-13 01:00:00',2.15275,1.5,246.896735,113.091251,57.6
'2004-10-13 02:00:00',2.15275,0.9,246.896735,113.091251,57.1
'2004-10-13 03:00:00',2.15275,0.5,246.896735,113.091251,57.6
'2004-10-13 04:00:00',2.15275,0.6,246.896735,113.091251,57.4
'2004-10-13 05:00:00',2.15275,0.7,246.896735,113.091251,58.4
'2004-10-13 06:00:00',2.15275,2.2,246.896735,113.091251,57.4
'2004-10-13 07:00:00',2.15275,5.8,246.896735,113.091251,58.1
'2004-10-13 08:00:00',2.15275,5.9,246.896735,113.091251,58.3
'2004-10-13 09:00:00',1.5,5.9,286,78,53.2
'2004-10-13 10:00:00',1.2,5.3,281,72,49.9
'2004-10-13 11:00:00',2.15275,6.9,246.896735,113.091251,47.6
'2004-10-13 12:00:00',2.15275,7.7,246.896735,113.091251,46.1
'2004-10-13 13:00:00',2.15275,7.3,246.896735,113.091251,46.5
'2004-10-13 14:00:00',2.15275,7.2,246.896735,113.091251,48.3
'2004-10-13 15:00:00',2.15275,6,246.896735,113.091251,52.6
'2004-10-13 16:00:00',2.15275,8.3,246.896735,113.091251,58.7
'2004-10-13 17:00:00',2.15275,11.2,246.896735,113.091251,55.9
'2004-10-13 18:00:00',2.15275,10.1,246.896735,113.091251,56.3
'2004-10-13 19:00:00',2.15275,10.6,246.896735,113.091251,57.8
'2004-10-13 20:00:00',2.15275,7.2,246.896735,113.091251,57.3
'2004-10-13 21:00:00',2.15275,4.4,246.896735,113.091251,57.1
'2004-10-13 22:00:00',2.15275,3.8,246.896735,113.091251,55.5
'2004-10-13 23:00:00',2.15275,3.8,246.896735,113.091251,55.4
'2004-10-14 00:00:00',2.15275,4,246.896735,113.091251,56.9
'2004-10-14 01:00:00',2.15275,2.2,246.896735,113.091251,56.4
'2004-10-14 02:00:00',2.15275,1.1,246.896735,113.091251,56.4
'2004-10-14 03:00:00',2.15275,0.8,246.896735,113.091251,54.7
'2004-10-14 04:00:00',2.15275,0.8,246.896735,113.091251,55.4
'2004-10-14 05:00:00',2.15275,1.2,246.896735,113.091251,56.8
'2004-10-14 06:00:00',2.15275,3.2,246.896735,113.091251,55.9
'2004-10-14 07:00:00',2.15275,10.2,246.896735,113.091251,56.3
'2004-10-14 08:00:00',2.15275,13.6,246.896735,113.091251,55.4
'2004-10-14 09:00:00',2.15275,9.9,246.896735,113.091251,53.3
'2004-10-14 10:00:00',2.15275,9.1,246.896735,113.091251,42.2
'2004-10-14 11:00:00',2.15275,8,246.896735,113.091251,39.4
'2004-10-14 12:00:00',2.15275,9.7,246.896735,113.091251,41.2
'2004-10-14 13:00:00',2.15275,9.7,246.896735,113.091251,41.4
'2004-10-14 14:00:00',2.15275,12,246.896735,113.091251,46.8
'2004-10-14 15:00:00',2.15275,11.3,246.896735,113.091251,44.9
'2004-10-14 16:00:00',2.15275,10.4,246.896735,113.091251,46.7
'2004-10-14 17:00:00',2.15275,12.4,246.896735,113.091251,56.6
'2004-10-14 18:00:00',2.15275,14.6,246.896735,113.091251,60.8
'2004-10-14 19:00:00',2.15275,21,246.896735,113.091251,59.6
'2004-10-14 20:00:00',2.15275,17.9,246.896735,113.091251,69.2
'2004-10-14 21:00:00',2.15275,7.3,246.896735,113.091251,77.1
'2004-10-14 22:00:00',2.15275,4.8,246.896735,113.091251,77.3
'2004-10-14 23:00:00',2.15275,4.8,246.896735,113.091251,78.1
'2004-10-15 00:00:00',2.15275,7.7,246.896735,113.091251,82.3
'2004-10-15 01:00:00',2.15275,4.3,246.896735,113.091251,83.8
'2004-10-15 02:00:00',2.15275,3,246.896735,113.091251,84.6
'2004-10-15 03:00:00',2.15275,2.1,246.896735,113.091251,77.6
'2004-10-15 04:00:00',2.15275,2.3,246.896735,113.091251,79.4
'2004-10-15 05:00:00',2.15275,3.5,246.896735,113.091251,81.9
'2004-10-15 06:00:00',2.15275,10,246.896735,113.091251,82.9
'2004-10-15 07:00:00',2.15275,20.5,246.896735,113.091251,80.4
'2004-10-15 08:00:00',2.15275,22.2,246.896735,113.091251,77.1
'2004-10-15 09:00:00',2.15275,24.1,246.896735,113.091251,70.9
'2004-10-15 10:00:00',2.15275,17.4,246.896735,113.091251,51.3
'2004-10-15 11:00:00',2.15275,14.2,246.896735,113.091251,43.9
'2004-10-15 12:00:00',2.15275,15,246.896735,113.091251,47.6
'2004-10-15 13:00:00',2.15275,18.3,246.896735,113.091251,61.5
'2004-10-15 14:00:00',2.15275,13,246.896735,113.091251,40.4
'2004-10-15 15:00:00',2.15275,18.1,246.896735,113.091251,39.9
'2004-10-15 16:00:00',2.15275,23.1,246.896735,113.091251,44.5
'2004-10-15 17:00:00',2.15275,24.9,246.896735,113.091251,48.5
'2004-10-15 18:00:00',2.15275,21.7,246.896735,113.091251,53.1
'2004-10-15 19:00:00',2.15275,14.1,246.896735,113.091251,53.6
'2004-10-15 20:00:00',2.15275,11.9,246.896735,113.091251,56
'2004-10-15 21:00:00',2.15275,5.1,246.896735,113.091251,60.4
'2004-10-15 22:00:00',2.15275,6.8,246.896735,113.091251,78.3
'2004-10-15 23:00:00',2.15275,4.8,246.896735,113.091251,70.5
'2004-10-16 00:00:00',2.15275,7.2,246.896735,113.091251,83.8
'2004-10-16 01:00:00',2.15275,5.4,246.896735,113.091251,81.3
'2004-10-16 02:00:00',2.15275,3,246.896735,113.091251,80.7
'2004-10-16 03:00:00',2.15275,3.7,246.896735,113.091251,82.1
'2004-10-16 04:00:00',2.15275,3.6,246.896735,113.091251,78.4
'2004-10-16 05:00:00',2.15275,4.7,246.896735,113.091251,80.5
'2004-10-16 06:00:00',2.15275,6.9,246.896735,113.091251,79
'2004-10-16 07:00:00',2.15275,7.7,246.896735,113.091251,74.8
'2004-10-16 08:00:00',2.15275,12.2,246.896735,113.091251,70.4
'2004-10-16 09:00:00',2.15275,9.6,246.896735,113.091251,62.3
'2004-10-16 10:00:00',2.15275,9.6,246.896735,113.091251,42.9
'2004-10-16 11:00:00',2.15275,8.3,246.896735,113.091251,38.9
'2004-10-16 12:00:00',2.15275,7,246.896735,113.091251,41.3
'2004-10-16 13:00:00',2.15275,8.2,246.896735,113.091251,45.6
'2004-10-16 14:00:00',2.15275,4.5,246.896735,113.091251,37.4
'2004-10-16 15:00:00',2.15275,5.5,246.896735,113.091251,35.9
'2004-10-16 16:00:00',2.15275,8.7,246.896735,113.091251,35.7
'2004-10-16 17:00:00',2.15275,8.7,246.896735,113.091251,42
'2004-10-16 18:00:00',2.15275,14,246.896735,113.091251,46.3
'2004-10-16 19:00:00',2.15275,9.5,246.896735,113.091251,56.9
'2004-10-16 20:00:00',2.15275,7.9,246.896735,113.091251,75.5
'2004-10-16 21:00:00',2.15275,6.2,246.896735,113.091251,78.9
'2004-10-16 22:00:00',2.15275,4,246.896735,113.091251,66.7
'2004-10-16 23:00:00',2.15275,4.4,246.896735,113.091251,73.2
'2004-10-17 00:00:00',2.15275,2.6,246.896735,113.091251,68.5
'2004-10-17 01:00:00',2.15275,2.7,246.896735,113.091251,70.3
'2004-10-17 02:00:00',2.15275,3.8,246.896735,113.091251,78.1
'2004-10-17 03:00:00',2.15275,3.6,246.896735,113.091251,75.5
'2004-10-17 04:00:00',2.15275,2.2,246.896735,113.091251,69.5
'2004-10-17 05:00:00',2.15275,1.7,246.896735,113.091251,71
'2004-10-17 06:00:00',2.15275,2.1,246.896735,113.091251,75.2
'2004-10-17 07:00:00',2.15275,2.3,246.896735,113.091251,62.1
'2004-10-17 08:00:00',2.15275,4.8,246.896735,113.091251,61
'2004-10-17 09:00:00',2.15275,5.6,246.896735,113.091251,58.7
'2004-10-17 10:00:00',2.15275,6.8,246.896735,113.091251,51.9
'2004-10-17 11:00:00',2.15275,6.2,246.896735,113.091251,42.6
'2004-10-17 12:00:00',2.15275,6.8,246.896735,113.091251,39.9
'2004-10-17 13:00:00',2.15275,11.1,246.896735,113.091251,40.4
'2004-10-17 14:00:00',2.15275,12.2,246.896735,113.091251,37.3
'2004-10-17 15:00:00',2.15275,4.7,246.896735,113.091251,35.2
'2004-10-17 16:00:00',2.15275,5.1,246.896735,113.091251,36
'2004-10-17 17:00:00',2.15275,12.7,246.896735,113.091251,40.3
'2004-10-17 18:00:00',2.15275,11.6,246.896735,113.091251,41.5
'2004-10-17 19:00:00',2.15275,12.7,246.896735,113.091251,46
'2004-10-17 20:00:00',2.15275,9.7,246.896735,113.091251,50.3
'2004-10-17 21:00:00',2.15275,7.8,246.896735,113.091251,57.6
'2004-10-17 22:00:00',2.15275,6.8,246.896735,113.091251,59.7
'2004-10-17 23:00:00',2.15275,8.1,246.896735,113.091251,60.6
'2004-10-18 00:00:00',2.15275,5.4,246.896735,113.091251,59.9
'2004-10-18 01:00:00',2.15275,4.4,246.896735,113.091251,64.3
'2004-10-18 02:00:00',2.15275,2.4,246.896735,113.091251,64.7
'2004-10-18 03:00:00',2.15275,1.6,246.896735,113.091251,67.6
'2004-10-18 04:00:00',2.15275,1.8,246.896735,113.091251,65
'2004-10-18 05:00:00',2.15275,3.1,246.896735,113.091251,67.4
'2004-10-18 06:00:00',2.15275,9.2,246.896735,113.091251,73.6
'2004-10-18 07:00:00',2.15275,20.8,246.896735,113.091251,70.4
'2004-10-18 08:00:00',2.15275,26.8,246.896735,113.091251,65.8
'2004-10-18 09:00:00',2.15275,17.7,246.896735,113.091251,57.8
'2004-10-18 10:00:00',2.15275,14.2,246.896735,113.091251,49.3
'2004-10-18 11:00:00',2.15275,16.8,246.896735,113.091251,47.2
'2004-10-18 12:00:00',2.15275,16,246.896735,113.091251,43.2
'2004-10-18 13:00:00',2.15275,19.9,246.896735,113.091251,47.2
'2004-10-18 14:00:00',2.15275,18.5,246.896735,113.091251,55.4
'2004-10-18 15:00:00',2.15275,21.4,246.896735,113.091251,54
'2004-10-18 16:00:00',2.15275,22.8,246.896735,113.091251,56.5
'2004-10-18 17:00:00',2.15275,36.5,246.896735,113.091251,57.8
'2004-10-18 18:00:00',2.15275,38.8,246.896735,113.091251,59
'2004-10-18 19:00:00',2.15275,32.3,246.896735,113.091251,60.3
'2004-10-18 20:00:00',2.15275,29.3,246.896735,113.091251,66.3
'2004-10-18 21:00:00',2.15275,14.2,246.896735,113.091251,65.9
'2004-10-18 22:00:00',2.15275,8,246.896735,113.091251,63.5
'2004-10-18 23:00:00',2.15275,7.4,246.896735,113.091251,67.2
'2004-10-19 00:00:00',2.15275,7.2,246.896735,113.091251,69.1
'2004-10-19 01:00:00',2.15275,8,246.896735,113.091251,74.7
'2004-10-19 02:00:00',2.15275,6.5,246.896735,113.091251,76.7
'2004-10-19 03:00:00',2.15275,5.2,246.896735,113.091251,76.6
'2004-10-19 04:00:00',2.15275,5.6,246.896735,113.091251,73.8
'2004-10-19 05:00:00',2.15275,7,246.896735,113.091251,73.1
